,index,Name,Preparation time,Cooking time,Serves,Ingredients,Meal,Method,Dietary,id_list,amounts,links
10,11,The Hairy Bikers' braised steak with gravy,less than 30 mins,1 to 2 hours,4,"{""braising steaks"": ""4  (about 200g/7oz each)"", ""sunflower oil"": ""3 tbsp"", ""onion"": ""1 , halved and cut into 12 wedges"", ""garlic"": ""1  clove, crushed"", ""beef stock"": ""500ml/18fl oz  made with 1  cube, or 500ml/18fl oz fresh"", ""tomato pur\u00e9e"": ""1 tbsp"", ""thyme"": ""1 tbsp chopped fresh , or \u00bd tsp dried"", ""bay leaf"": ""1"", ""cornflour"": ""1 tsp"", ""English mustard"": ""\u00bd tsp  powder"", ""black pepper"": ""salt and freshly ground"", ""Homemade chips"": """"}",dinner,"Preheat the oven to 170C/150C Fan/Gas 3. ;Trim off any hard fat from the beef and season on both sides with salt and lots of pepper. Heat a tablespoon of the oil in a large non-stick frying pan. Fry the steaks, two at a time, over a medium–high heat for a couple of minutes on each side, or until nicely browned, then transfer to a large flameproof casserole dish. Add a little more oil to the pan if necessary.;Return the pan to the hob and reduce the heat. Add the remaining oil and gently fry the onion for 5 minutes, or until softened and lightly browned, stirring regularly. Stir in the garlic, cook for 1 more minute, then transfer the onion and garlic to the casserole dish. Pour over the stock and add the tomato purée, thyme and bay leaf. Bring to the boil, then cover the casserole and transfer carefully to the oven. Cook for 1¼–1½ hours, or until the beef is very tender.;Mix the cornflour and mustard powder in a small bowl and stir in a tablespoon of cold water until smooth. Remove the lid from the casserole dish and stir in the cornflour mixture. Season to taste with salt and pepper.;Place the casserole over a medium–high heat and simmer for 2–3 minutes, or until the gravy reduces and becomes thickened and glossy, stirring regularly. ;Transfer the steaks to four warmed plates and spoon over the gravy. Serve with chips.;",,"[251, '24', '218', '248', '78', '138', '229', '71', '16', '128', '89', 17]","[200, 45, 1, 1, 500, 15, 15, 1, 3, 3, -1, -1]",https://www.bbc.co.uk/food/recipes/braised_steak_with_gravy_24508
11,12,The ultimate homemade burger,less than 30 mins,10 to 30 mins,1,"{""beef mince"": ""225g\u2013250g/8\u20139oz , 15% fat"", ""salt"": ""1 level tsp"", ""black pepper"": ""ground"", ""brioche"": ""1  burger bun (cut side toasted)"", ""ketchup"": ""1 tbsp tomato"", ""mayonnaise"": ""2 tbsp"", ""gherkin"": ""1 , finely chopped"", ""red onion"": ""\u00bd small , finely chopped"", ""dill"": ""2 tbsp freshly chopped"", ""bacon"": ""2 slices smoked streaky , cooked"", ""cheddar"": ""1 slice mature"", ""Little Gem lettuce"": """", ""beef tomato"": ""1 slice""}",dinner,"Tip the mince into a large bowl and break up with a fork. Add the salt and massage with your hands until the mixture is soft and the salt is well incorporated. Cover and leave to stand at room temperature for 25 minutes.;For the sauce, mix all the ingredients together. Set aside.;Divide the mince mixture into two equal portions and pat into two thin burgers approximately 12cm/4½in diameter. Use a small bowl or saucer as a guide if you want them to be really neat.   ;Heat a non-stick frying pan over a high heat. Add the burgers and cook for a minute on each side or until browned and cooked through. ;Serve the burgers and sauce in the toasted bun with the toppings of your choice.;",,"['287', '213', '89', '215', '277', '242', 12, '256', '275', '191', '76', 294, '32']","[225, 5, -1, 1, 15, 30, 1, 1, 30, 2, 1, -1, 1]",https://www.bbc.co.uk/food/recipes/spicybeefburger_71357
12,13,Perfect boeuf bourguignon,less than 30 mins,over 2 hours,6,"{""braising steak"": ""1.6kg/3lb 8oz good-quality  (chuck steak)"", ""sunflower oil"": ""4\u20135 tbsp"", ""lardons"": ""200g/7oz smoked bacon  or smoked streaky bacon, cut into 2cm/\u00bein pieces"", ""onion"": ""1 large , finely chopped"", ""garlic"": ""2  cloves, crushed"", ""red wine"": ""75cl bottle"", ""tomato pur\u00e9e"": ""2 tbsp"", ""beef stock"": ""1  cube"", ""bay leaves"": ""2 large"", ""thyme"": ""3 bushy sprigs fresh"", ""butter"": ""25g/1oz"", ""onions"": ""450g/1lb pearl , or 24 baby"", ""chestnut mushrooms"": ""300g/10\u00bdoz , wiped and halved or quartered if large"", ""cornflour"": ""2 heaped tbsp"", ""2 tbsp cold water"": ""None"", ""black pepper"": ""flaked sea salt and freshly ground"", ""parsley"": ""chopped fresh , to garnish""}",dinner,"Cut the braising steak into chunky pieces, each around 4–5cm/1½–2in. Trim off any really hard fat or sinew. Season the beef really well with salt and pepper.;Heat two tablespoons of the oil in a large frying pan. Fry the beef in three batches over a medium–high heat until nicely browned on all sides, turning every now and then and adding more oil if necessary. As soon as the beef is browned, transfer to a large flameproof casserole. Preheat the oven to 170C/150C Fan/Gas 3.;Pour a little more oil into the pan in which the beef was browned and fry the bacon for 2–3 minutes, or until the fat crisps and browns. Scatter the bacon over the meat. Add a touch more oil to the frying pan and fry the chopped onion over a low heat for 5–6 minutes, stirring often until softened. Stir the garlic into the pan and cook for 1 minute more. ;Add the onion and garlic to the pan with the meat and pour over the wine. Stir in the tomato purée and 150ml/5fl oz water. Crumble over the stock cube, add the herbs and bring to a simmer. Stir well, cover with a lid and transfer to the oven. Cook for 1½ –1¾ hours, or until the beef is almost completely tender.;While the beef is cooking, peel the button onions. Put the onions in a heatproof bowl and cover with just-boiled water. Leave to stand for five minutes and then drain. When the onions are cool enough to handle, trim off the root close to the end so they don’t fall apart and peel off the skin. ;A few minutes before the beef is ready, melt half of the butter in a large non-stick frying pan with a touch of oil and fry the onions over a medium heat for about 5 minutes, or until golden brown on all sides. Tip into a bowl. Add the remaining butter and mushrooms to the pan and cook for 2–3 minutes over a fairly high heat until golden brown, turning often. ;Mix the cornflour with the water in a small bowl until smooth.;Remove the casserole from the oven and stir in the cornflour mixture, followed by the onions and mushrooms. Return to the oven and cook for 45 minutes more, or until the beef is meltingly tender and the sauce is thick. The sauce should coat the back of a spoon – if it remains fairly thin, simply add a little more cornflour, blended with a little cold water and simmer for a couple of minutes on the hob. ;To serve, remove the thyme stalks. Sprinkle the casserole with parsley and serve.;",,"['251', '24', 264, '218', '248', '230', '138', '78', 71, '229', '153', '218', '162', '16', -1, '89', '289']","[1600, 75, 200, 1, 2, 750, 30, 1, 2, 3, 25, 450, 300, 30, -1, -1]",https://www.bbc.co.uk/food/recipes/boeuf_bourguignon_25475
13,14,Creamy mushroom chicken,less than 30 mins,10 to 30 mins,2,"{""olive oil"": ""spray"", ""chicken breasts"": ""2 , skinless and trimmed (200g/7oz each)"", ""onion"": ""\u00bd , finely chopped"", ""garlic"": ""1 fat  clove, crushed"", ""chestnut mushrooms"": ""100g/3\u00bdoz mixed or , sliced"", ""chicken stock"": ""250ml/9fl oz  (made with \u00bd a stock cube)"", ""salt and pepper"": ""None"", ""cr\u00e8me fra\u00eeche"": ""100ml/3\u00bdfl oz half-fat"", ""parsley"": ""1 tbsp freshly chopped , for garnish"", ""broccoli"": ""300g/10\u00bdoz , steamed, to serve""}",dinner,"Heat the spray oil in a non-stick frying pan, add the chicken breasts and fry for about 10 minutes, or until well browned on both sides. Set aside.;In the same pan, add a little more oil and fry the onion for 2–3 minutes, or until translucent. Add the garlic and fry for another 1–2 minutes. Add the mushrooms and fry until golden-brown. If they start to stick, add a little stock to the pan.;Return the chicken to the pan and stir in the stock. Bring to the boil. Cover with a tight fitting lid, lower the heat and simmer for 12–15 minutes, or until the chicken is cooked through. Season with salt and pepper.;Meanwhile, cook the broccoli in boiling salted water until tender.;Stir the crème fraîche and parsley into the sauce and serve immediately with the broccoli.;",,"['114', 200, '218', '248', '162', '283', '87', '102', '289', '178']","[-1, 200, 1, 1, 100, 250, 100, 15, 300]",https://www.bbc.co.uk/food/recipes/chicken_in_a_creamy_84614
14,15,Chicken Caesar salad,less than 30 mins,10 to 30 mins,2,"{""prosciutto"": ""4 slices of speck (or )"", ""chicken breasts"": ""2 , bone and skin removed"", ""butter"": ""knob of"", ""white bread"": ""2 thick slices , cubed"", ""cos lettuces"": ""2"", ""garlic"": ""2  cloves"", ""white wine"": ""75ml/3fl oz"", ""eggs"": ""2 , yolks only"", ""1 anchovy fillet"": ""None"", ""parmesan"": ""75g/3oz , grated"", ""olive oil"": ""150ml/5fl oz extra virgin"", ""Dijon mustard"": ""2 tsp"", ""pepper"": ""salt and""}",dinner,"Preheat the grill to high.;Place the speck or proscuitto onto a baking sheet and place under the grill for 3-4 minutes, or until crisp. Remove speck and place on a plate lined with kitchen paper to drain.;Cut both chicken breasts through the middle, without cutting through, to form one large flat piece. Season, to taste, with salt and black pepper and brush with olive oil. ;Heat a griddle pan until hot then place the chicken breasts on it and cook for 2-3 minutes on each side, or until just cooked through.;Heat a frying pan until hot and add the butter and then the cubed bread. Fry until golden brown, then remove.;Separate the leaves from the lettuce and cut into chunky pieces. ;For the dressing, in a medium saucepan, bring the garlic and wine to a boil and simmer for about 5 minutes, until the garlic has softened. Leave to cool.  ;Combine the wine and garlic with the egg yolks, anchovy and cheese in a mixing bowl. Blend with a hand blender or food processor until smooth.  Drizzle in the oil in a thin steady stream, taking care not to add it too quickly, otherwise it could split and curdle. Stir in the mustard and add seasoning to taste. ;Add the crisp-fried speck, croutons and lettuce to the dressing and toss to combine. To serve, place salad on plate, top with chicken and pour the dressing over.;",,"['187', '200', '153', '73', 8, '248', '169', '110', 38, '121', '114', '128', '118']","[4, 2, 1, 2, 2, 2, 75, 2, 75, 150, 10, -1]",https://www.bbc.co.uk/food/recipes/chickencaesarsalad_84099
15,16,Sausage and mash,less than 30 mins,10 to 30 mins,4,"{""sausages"": ""8"", ""onions"": ""2 , sliced"", ""dried mixed herbs"": ""\u00bd tsp"", ""English mustard"": ""\u00bd tsp"", ""600ml/20fl oz stock (ideally beef, although chicken or vegetable is fine)"": ""None"", ""black pepper"": ""salt and"", ""butter"": ""50g/1\u00beoz"", ""plain flour"": ""2 tsp"", ""potatoes"": ""900g/2lb , peeled and chopped into equally sized cubes"", ""milk"": ""100ml/3\u00bdfl oz"", ""peas"": ""300g/10\u00bdoz frozen""}",dinner,"Preheat the oven to 200C/180C Fan/Gas 6.;Put the sausages in a roasting tin and place in the preheated oven. Cook for 10 minutes then turn the sausages and cook for a further 5 minutes, or until they have a good colour on the outside. ;Add the sliced onions to the tin. Mix the dried herbs, mustard and stock together and pour over the sausages and onions. Return the tin to the oven for a further 20 minutes, or until the sausages are cooked through and the onion gravy thickened. Season to taste with salt and pepper.;For the mash, boil the potatoes in a pan of boiling water until tender. Drain and mash. ;Heat the butter and milk until the butter has melted. Add a pinch of salt and pepper then pour over the mashed potato and mix until smooth. Set aside until ready to serve.;Cook the peas in a saucepan of boiling water for 2–3 minutes, or steam them for 1–2 minutes.  Drain thoroughly and set aside. ;For the sausages and onion gravy, mix the softened butter and plain flour together to form a paste. Remove the sausages from the baking tray, set aside and cover to keep warm. Place the baking tray onto the hob, add the flour and butter mixture and whisk until combined. Stir over a medium-high heat for 2–3 minutes, or until the gravy has thickened slightly. Add the sausages back to the tray and warm through for 1–2 minutes.;Serve the sausages, mash and peas with the onion gravy spooned over.;",,"['81', '218', '189', '128', 181, '89', '153', '144', '282', '168', '274']","[8, 2, 3, 3, -1, 50, 10, 900, 100, 300]",https://www.bbc.co.uk/food/recipes/bangers_and_mash_with_80175
16,17,Chicken tikka masala,overnight,10 to 30 mins,4,"{""chicken breasts"": ""4 skinless, boneless"", ""curry paste"": ""4 tbsp ready-made tikka masala"", ""yoghurt"": ""2 tbsp natural"", ""clarified butter"": ""3 tbsp vegetable oil or ghee ()"", ""cinnamon"": ""1  stick"", ""cardamom"": ""8  pods"", ""onion"": ""1 large , finely chopped"", ""ginger"": ""3cm/1\u00bcin piece of fresh , peeled and finely grated"", ""garlic"": ""2  cloves, crushed"", ""cumin"": ""1 tsp ground"", ""1 tsp ground coriander"": ""None"", ""turmeric"": ""\u00bd tsp ground"", ""cayenne pepper"": ""\u00bd\u20131 tsp  (depending on how hot you like it)"", ""chopped tomatoes"": ""half a 400g can"", ""chicken stock"": ""150ml/5fl oz  or water"", ""garam masala"": ""1\u00bd tsp"", ""lemon"": ""\u00bd , juice only"", ""salt"": ""\u00bd tsp""}",dinner,"Cut the chicken into bite-size pieces and mix with the tandoori paste and yoghurt. Marinate in a non-metallic dish in the fridge for at least a couple of hours (or overnight), stirring occasionally.;Heat the oil or ghee in a deep frying pan, and when it's very hot add the cinnamon, cardamom pods and onion. Fry for 5–6 minutes, or until beginning to brown, then add the ginger, garlic, cumin, coriander, turmeric and cayenne pepper. ;After the spices have cooked for about a minute, add the chicken with the marinade. Fry for 3–4 minutes, then add the tomatoes, chicken stock or water, garam masala, lemon juice and salt. Bring the curry to a simmer and cook on a low heat for about 10 minutes, or until the chicken is cooked through. Serve the chicken tikka masala straight away with rice or naan bread.;",,"['200', '167', '99', 153, '25', '49', '218', '79', '248', '129', 41, '299', '40', 174, '283', '39', '139', '213']","[4, 60, 30, 45, 1, 8, 1, 1, 2, 5, 3, 5, 400, 150, 8, 1, 3]",https://www.bbc.co.uk/food/recipes/chickentikkamasala_67780
17,18,Traditional chicken pie,1-2 hours,1 to 2 hours,8,"{""chicken"": ""1 medium"", ""onion"": ""1 , peeled"", ""cloves"": ""6"", ""carrot"": ""1 , peeled"", ""bay leaves"": ""2"", ""chicken stock"": ""1  cube"", ""peppercorns"": ""6\u20138"", ""plain flour"": ""55g/2oz"", ""salt"": ""\u00bd tsp  or to taste"", ""butter"": ""55g/2oz"", ""vegetable shortening"": ""120g/4\u00bdoz , cold"", ""egg"": ""1 free-range , beaten, for glazing"", ""milk"": ""250ml/9fl oz whole""}",dinner,"Place the chicken in a large pan. Stud the onion with cloves and add it to the pan with the carrot, bay leaves, stock cube and peppercorns. Cover with cold water and bring to the boil, then reduce the heat and simmer until the chicken is cooked. This will take about 45 minutes–1¼ hours, depending on the size of the chicken.;Meanwhile, make the pastry. Sift the flour and salt together into a large mixing bowl. Dice the cold butter and vegetable shortening and rub them into the flour until the mixture resembles fine breadcrumbs. Mix in just enough cold water to form a stiff dough. Turn this out onto a lightly floured surface and knead gently to form a smooth ball of dough. Wrap in clingfilm or place in a plastic bag and chill for at least 30 minutes.;When the chicken is cooked, take the pan off the heat. Remove the chicken and place it on a plate. Put the pan back on the heat and reduce the cooking liquid to about 250ml/9fl oz. Strain the reduced liquid into a jug and leave to cool, then skim off the fat and discard it. ;When the chicken is cool enough to handle, cut the meat into chunks and discard the skin and bones. ;For the sauce, remove the cloves from the onion. Put the onion in a food processor with the reserved stock. Blend until smooth, then add the milk and set aside.;Melt the butter in a pan and stir in the flour. Gradually add the stock and milk, then bring to the boil, stirring continuously. Reduce the heat and simmer for 4-5 minutes to cook out the taste of the flour. Season, to taste, with salt and freshly ground black pepper, then fold the meat gently into the sauce. Set the mixture aside to cool.;Preheat the oven to 220C/210C Fan/Gas 7. Roll out two-thirds of the pastry and use it to line a 20–25cm/8–10in pie plate and add the cooled chicken mix.;Roll out the remaining pastry to make a lid for the pie, brush the edge with beaten egg and pinch the edges together to seal. ;Decorate the top of the pie with leaves made from pastry trimmings and brush all over with beaten egg. Make a hole in the top of the pie to allow the steam to escape, then bake in the preheated oven for about 45 minutes, or until the pastry is golden-brown.;",,"['65', '218', '199', '195', '71', '283', 145, '144', '213', '153', '252', '110', '168']","[1, 1, 1, 1, 8, 55, 3, 55, 120, 1, 250]",https://www.bbc.co.uk/food/recipes/chicken_pie_24044
18,19,Quiche Lorraine,30 mins to 1 hour,30 mins to 1 hour,6,"{""plain flour"": ""175g/6oz , plus extra for dusting"", ""butter"": ""75g/2\u00beoz , plus extra for greasing"", ""salt"": """", ""cheddar"": ""250g/9oz , grated"", ""tomatoes"": ""4 , sliced (optional)"", ""bacon"": ""200g/7oz streaky , chopped"", ""eggs"": ""5 free-range , beaten"", ""milk"": ""100ml/3\u00bdfl oz"", ""double cream"": ""200ml/7fl oz"", ""thyme"": ""2 sprigs fresh"", ""black pepper"": ""freshly ground""}",dinner,"To make the pastry, sift the flour together with a pinch of salt in a large bowl. Rub in the butter until you have a soft breadcrumb texture. Add enough cold water to make the crumb mixture come together to form a firm dough, and then rest it in the fridge for 30 minutes.;Roll out the pastry on a light floured surface and line a 22cm/8½in well-buttered flan dish. Don't cut off the edges of the pastry yet. Chill again.;Preheat the oven to 190C/170C Fan/Gas 5.;Remove the pastry case from the fridge and line the base of the pastry with baking parchment and then fill it with baking beans. Place on a baking tray and bake blind for 20 minutes. Remove the beans and parchment and return to the oven for another five minutes to cook the base;Reduce the temperature of the oven to 160C/140C Fan/Gas 3.;Sprinkle the cheese into the pastry base and add the sliced tomatoes if you are using them. Fry the bacon pieces until crisp and sprinkle over them over the top.;Combine the eggs with the milk and cream in a bowl and season well. Pour over the bacon and cheese. Sprinkle the thyme over the top and trim the edges of the pastry. ;Bake for 30–40 minutes, or until set. Allow to cool and set further. ;Trim the pastry edges to get a perfect edge and then serve in wedges.;",,"['144', '153', '213', '76', '105', '191', '110', '168', '298', '229', '89']","[175, 75, -1, 250, 4, 200, 5, 100, 200, 2, -1]",https://www.bbc.co.uk/food/recipes/quichelorraine_71987
19,20,Best shepherd’s pie,less than 30 mins,30 mins to 1 hour,4,"{""roast lamb"": ""400-500g/14oz-1lb 2oz leftover , leftover gravy and fat from the roasting tin"", ""carrot"": ""1 , chopped"", ""celery"": ""2 sticks , chopped"", ""parsley"": ""1 sprig fresh , chopped"", ""shallot"": ""1 , chopped"", ""garlic"": ""1  clove, crushed"", ""ketchup"": ""4 tbsp"", ""floury potatoes"": ""1 kg/2lb 4oz peeled, cooked  (such as King Edward, Desiree or Maris piper)"", ""butter"": "", to taste"", ""milk"": ""dash of"", ""pepper"": ""salt and"", ""pak choi"": ""\u00bd head cabbage (such as hispi, or any other kind, or ), sliced into thin strips"", ""chilli"": ""1 red , chopped"", ""fish sauce"": ""splash"", ""vegetable oil"": "", for frying""}",dinner,"Preheat the oven to 180C/350F/Gas 4. Scrape all the meat off the lamb bone and put through a mincer with the carrot, celery, parsley, shallots and leftover gravy and fat from the roasting tin. If you haven’t got a mincer then chop everything finely and mix together. ;Add sweet roasted garlic cloves popped from their skins (or fresh garlic) and the ketchup. ;Press the mixture into an ovenproof dish. Mash together the cooked potatoes with butter to taste and a dash of milk, and top the meat with the potatoes. Use a fork to make a pretty design on top. ;Cover the dish with foil and cook in the oven for 30 minutes. Then remove the foil and turn up the oven to 200C/400F/Gas 6 for a final 10 minutes so it’s piping hot and lightly golden-brown on top.;For the stir-fried cabbage, heat the oil in a wok until hot, then stir fry the ingredients together for a few minutes until cooked, but so it keeps its colour and stays crunchy.;Serve the shepherd’s pie hot with the cabbage piled alongside.;",,"[97, '195', '269', '289', '46', '248', '277', 216, '153', '168', '118', '226', '127', '93', '193']","[500, 1, 2, 1, 1, 1, 60, 1000, 15, 5, -1, 1, 1, 15, -1]",https://www.bbc.co.uk/food/recipes/roux_family_shepherds_61889
20,21,Honey-glazed gammon,less than 30 mins,over 2 hours,10,"{""gammon"": ""2kg/4lb 8oz unsmoked boneless  joint, tied"", ""onions"": ""2 , halved"", ""carrots"": ""2 , unpeeled, cut into 5cm/2in pieces"", ""celery"": ""2  stalks, cut into 5cm/2in pieces"", ""bay leaves"": ""4"", ""black peppercorns"": ""12"", ""cloves"": ""small handful"", ""honey"": ""4 tbsp runny"", ""English mustard"": ""4 tbsp""}",dinner,"Place the gammon joint into a large lidded saucepan, cover with cold water and bring to the boil over a high heat. Drain the water from the saucepan, add fresh cold water, the onions, carrots, celery, bay and peppercorns and bring to the boil once more. Reduce the heat, cover with a lid and simmer the gammon and vegetables gently for 20 minutes per 500g/1lb 2oz. (If your pan is not quite large enough to cover the joint completely, turn the gammon over halfway through the cooking time.) ;Remove the gammon from the water and set aside to cool for 15 minutes. (The cooking liquid can be strained and reserved for making soup for another time.);Preheat the oven to 200C/180C Fan/Gas 6 and line a large roasting tin with kitchen foil.;Use a small knife to remove the rind from the gammon joint, leaving as much of the fat intact as possible. Score the fat in a diamond pattern, and push a clove into the centre of each 'X'.;Place the gammon into the foil-lined roasting tray, ensuring that the sides of the foil come halfway up the joint to contain any roasting juices.;For the glaze, mix the honey and mustard together and brush half of it evenly over the gammon, including one side of the joint. Roast in the centre of the oven for 10 minutes, then take the joint out and brush the top and remaining side with the rest of the glaze. Return the gammon to the oven for a further 10– 15 minutes, rotating the tin so that the opposite side of the gammon faces the back of the oven.  ;The gammon is ready when the fat on top is glossy and golden brown. Cover loosely with foil if the top begins to look too brown. Remove the gammon from the oven and set aside to rest for 15 minutes before carving.;Pour any juices that have collected in the kitchen foil into a small pan, and warm through gently.;Carve the gammon, serve on a large platter and spoon over the warmed juices .;",,"['250', '218', '195', '269', '71', 145, '199', '116', '128']","[2000, 2, 2, 2, 15, 60, 60]",https://www.bbc.co.uk/food/recipes/traditional_honey-glazed_52289
